id,name_cn,name_jp,name_en,grade,ms_number,series,subcategory,price_jp_msrp,price_jp_market,price_us_msrp,price_us_market,price_cn_msrp,price_cn_market,created_at,updated_at
497,天蚀高达用机动强袭背包,,,MG,,MG系列拼装模型,其他限定版,3000.0,,20.1,,150.0,,2026-01-12 06:30:53.965637,2026-01-12 06:30:53.965640
498,正义女神高达TYPE-F用雪崩组件,,,MG,,MG系列拼装模型,其他限定版,3000.0,,20.1,,150.0,,2026-01-12 06:30:53.966286,2026-01-12 06:30:53.966288
499,任务装备整备架 for 高达F90,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:53.966813,2026-01-12 06:30:53.966815
500,高达F90用任务装备包 H型,,,MG,,MG系列拼装模型,其他限定版,1700.0,,11.39,,85.0,,2026-01-12 06:30:53.967404,2026-01-12 06:30:53.967406
501,天蚀高达用雷神强袭背包,,,MG,,MG系列拼装模型,其他限定版,3200.0,,21.44,,160.0,,2026-01-12 06:30:53.968067,2026-01-12 06:30:53.968068
502,高达AGE-1 全装备光辉型用扩张组件,,,MG,,MG系列拼装模型,其他限定版,2700.0,,18.09,,135.0,,2026-01-12 06:30:53.968726,2026-01-12 06:30:53.968727
503,高达F90用任务装备包 C型&T型,,,MG,,MG系列拼装模型,其他限定版,2200.0,,14.74,,110.0,,2026-01-12 06:30:53.969243,2026-01-12 06:30:53.969245
504,高达F90用任务装备包专用整备架 2个套装,,,MG,,MG系列拼装模型,其他限定版,1500.0,,10.05,,75.0,,2026-01-12 06:30:53.969749,2026-01-12 06:30:53.969751
505,炮击型巫师背包/瞬发型巫师背包/斩击型巫师背包套装,,,MG,,MG系列拼装模型,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 06:30:53.970250,2026-01-12 06:30:53.970252
506,高达F90用任务装备包 P型,,,MG,,MG系列拼装模型,其他限定版,2200.0,,14.74,,110.0,,2026-01-12 06:30:53.970894,2026-01-12 06:30:53.970896
507,高达F90用任务装备包 J型&Q型,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:53.971488,2026-01-12 06:30:53.971489
508,高达F90用任务装备包 A型&L型,,,MG,,MG系列拼装模型,其他限定版,2500.0,,16.75,,125.0,,2026-01-12 06:30:53.972094,2026-01-12 06:30:53.972096
509,独角兽用 Armed Armor DE(绿色版),,,MG,,MG系列拼装模型,其他限定版,1200.0,,8.04,,60.0,,2026-01-12 06:30:53.972721,2026-01-12 06:30:53.972726
510,MG 叙述高达 B装备 扩展背包 Ver.Ka,,,MG,,MG系列拼装模型,其他限定版,2600.0,,17.42,,130.0,,2026-01-12 06:30:53.973290,2026-01-12 06:30:53.973292
511,高达巴巴托斯·天狼座用扩展配件包,,,MG,,MG系列拼装模型,其他限定版,2700.0,,18.09,,135.0,,2026-01-12 06:30:53.973803,2026-01-12 06:30:53.973805
512,F90ⅢY Cluster高达用任务背包X型,,,MG,,MG系列拼装模型,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 06:30:53.974307,2026-01-12 06:30:53.974344
513,奥古 Mk-II高达 HD Color,,,MG,,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:53.974887,2026-01-12 06:30:53.974889
514,泰坦斯 Mk-II高达 HD Color,,,MG,,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:53.975397,2026-01-12 06:30:53.975399
515,Z高达 HD color,,,MG,,MG系列拼装模型,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 06:30:53.975935,2026-01-12 06:30:53.975936
516,百式 HD color,,,MG,,MG系列拼装模型,其他限定版,4800.0,,32.16,,240.0,,2026-01-12 06:30:53.976570,2026-01-12 06:30:53.976572
517,扎古2 白色食人魔,,,MG,,MG系列拼装模型,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 06:30:53.977106,2026-01-12 06:30:53.977108
518,MS-06J 陆战型扎古Ⅱ Ver.2.0 重力战线印象颜色Ver.,,,MG,MS-06J,MG系列拼装模型,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 06:30:53.977737,2026-01-12 06:30:53.977739
519,MS-07B-3 特装型老虎 重力战线印象颜色Ver.,,,MG,MS-07B,MG系列拼装模型,其他限定版,3000.0,,20.1,,150.0,,2026-01-12 06:30:53.978543,2026-01-12 06:30:53.978546
520,MS-09 大魔 重力战线印象颜色Ver.,,,MG,MS-09,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:53.979144,2026-01-12 06:30:53.979146
521,强袭自由高达 Full Burst Mode,,,MG,,MG系列拼装模型,其他限定版,7000.0,,46.9,,350.0,,2026-01-12 06:30:53.979710,2026-01-12 06:30:53.979711
522,命运高达 Extreme Burst Mode,,,MG,,MG系列拼装模型,其他限定版,7000.0,,46.9,,350.0,,2026-01-12 06:30:53.980249,2026-01-12 06:30:53.980251
523,真武者頑馱無 战国之阵,,,MG,,MG系列拼装模型,其他限定版,8000.0,,53.6,,400.0,,2026-01-12 06:30:53.980775,2026-01-12 06:30:53.980777
524,能天使高达 Ignition Mode,,,MG,,MG系列拼装模型,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 06:30:53.981293,2026-01-12 06:30:53.981294
525,独角兽高达 HD color版+格纳库,,,MG,,MG系列拼装模型,其他限定版,7500.0,,50.25,,375.0,,2026-01-12 06:30:53.981801,2026-01-12 06:30:53.981803
526,自由高达 Ver.2.0 & 基拉·大和,,,MG,,MG系列拼装模型,其他限定版,5700.0,,38.19,,285.0,,2026-01-12 06:30:53.982305,2026-01-12 06:30:53.982307
527,RX-78-2 高达 MG10周年纪念版,,,MG,RX-78,MG系列拼装模型,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 06:30:53.982806,2026-01-12 06:30:53.982807
528,MSZ-006-3 Z高达 三号机 阿姆罗机,,,MG,MSZ-006,MG系列拼装模型,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 06:30:53.983305,2026-01-12 06:30:53.983307
529,RX-78-2 高达 Ver.OYW 0079 一年战争动画版配色,,,MG,RX-78,MG系列拼装模型,其他限定版,3200.0,,21.44,,160.0,,2026-01-12 06:30:53.983799,2026-01-12 06:30:53.983801
530,能天使高达Trans-Am模式,,,MG,,MG系列拼装模型,其他限定版,5800.0,,38.86,,290.0,,2026-01-12 06:30:53.984295,2026-01-12 06:30:53.984297
531,RX-78-02 高达 Ver.GTO 特别版,,,MG,RX-78,MG系列拼装模型,其他限定版,5600.0,,37.52,,280.0,,2026-01-12 06:30:53.984783,2026-01-12 06:30:53.984784
532,神意高达 初回限定包装版,,,MG,,MG系列拼装模型,其他限定版,7000.0,,46.9,,350.0,,2026-01-12 06:30:53.985276,2026-01-12 06:30:53.985277
533,V高达 ka,,,MG,,MG系列拼装模型,其他限定版,3800.0,,25.46,,190.0,,2026-01-12 06:30:53.985763,2026-01-12 06:30:53.985765
534,红色异端,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:53.986253,2026-01-12 06:30:53.986255
535,大魔,,,MG,,MG系列拼装模型,普通版,,,,,,,2026-01-12 06:30:53.986737,2026-01-12 06:30:53.986738
536,陆战高达,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:53.987226,2026-01-12 06:30:53.987228
537,ZZ高达,,,MG,,MG系列拼装模型,普通版,4000.0,,26.8,,200.0,,2026-01-12 06:30:53.987705,2026-01-12 06:30:53.987707
538,沙扎比,,,MG,,MG系列拼装模型,其他限定版,8000.0,,53.6,,400.0,,2026-01-12 06:30:53.988185,2026-01-12 06:30:53.988187
539,ν高达,,,MG,,MG系列拼装模型,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 06:30:53.988664,2026-01-12 06:30:53.988665
540,京宝樊,,,MG,,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:53.989148,2026-01-12 06:30:53.989149
541,老虎特装型,,,MG,,MG系列拼装模型,其他限定版,3000.0,,20.1,,150.0,,2026-01-12 06:30:53.989627,2026-01-12 06:30:53.989629
542,百式,,,MG,,MG系列拼装模型,普通版,4500.0,,30.15,,225.0,,2026-01-12 06:30:53.990111,2026-01-12 06:30:53.990113
543,神高达,,,MG,,MG系列拼装模型,网络限定版,,,,,,,2026-01-12 06:30:53.990590,2026-01-12 06:30:53.990592
544,钢加农,,,MG,,MG系列拼装模型,其他限定版,3000.0,,20.1,,150.0,,2026-01-12 06:30:53.991075,2026-01-12 06:30:53.991076
545,强袭高达,,,MG,,MG系列拼装模型,网络限定版,3800.0,,25.46,,190.0,,2026-01-12 06:30:53.991561,2026-01-12 06:30:53.991563
546,夏亚专用魔蟹,,,MG,,MG系列拼装模型,其他限定版,3000.0,,20.1,,150.0,,2026-01-12 06:30:53.992046,2026-01-12 06:30:53.992048
547,自由高达,,,MG,,MG系列拼装模型,EXtreme,3800.0,,25.46,,190.0,,2026-01-12 06:30:53.992531,2026-01-12 06:30:53.992532
548,飞翼高达零式（无尽的华尔兹版）,,,MG,,MG系列拼装模型,其他限定版,3800.0,,25.46,,190.0,,2026-01-12 06:30:53.993020,2026-01-12 06:30:53.993023
549,KA版铁球,,,MG,,MG系列拼装模型,其他限定版,2000.0,,13.4,,100.0,,2026-01-12 06:30:53.993509,2026-01-12 06:30:53.993510
550,RX-78-2高达 一年战争配色版,,,MG,RX-78,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:53.994067,2026-01-12 06:30:53.994070
551,龟霸,,,MG,,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:53.994669,2026-01-12 06:30:53.994670
552,高达Mk-Ⅱ2.0,,,MG,,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:53.995326,2026-01-12 06:30:53.995329
553,Z高达2.0,,,MG,,MG系列拼装模型,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 06:30:53.996116,2026-01-12 06:30:53.996119
554,强人,,,MG,,MG系列拼装模型,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 06:30:53.996892,2026-01-12 06:30:53.996895
555,F91 高达,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:53.997723,2026-01-12 06:30:53.997726
556,骷髅高达X1全覆式披风,,,MG,,MG系列拼装模型,其他限定版,4500.0,,30.15,,225.0,,2026-01-12 06:30:53.998536,2026-01-12 06:30:53.998538
557,Hi-ν 高达,,,MG,,MG系列拼装模型,其他限定版,7000.0,,46.9,,350.0,,2026-01-12 06:30:53.999316,2026-01-12 06:30:53.999319
558,强袭·黑,,,MG,,MG系列拼装模型,其他限定版,4500.0,,30.15,,225.0,,2026-01-12 06:30:54.000122,2026-01-12 06:30:54.000125
559,陆战型扎古Ⅱ 2.0版,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.000813,2026-01-12 06:30:54.000815
560,夏亚专用扎古Ⅱ 2.0版,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.001348,2026-01-12 06:30:54.001350
561,命运高达,,,MG,,MG系列拼装模型,其他限定版,4800.0,,32.16,,240.0,,2026-01-12 06:30:54.001870,2026-01-12 06:30:54.001872
562,威力型脉冲高达,,,MG,,MG系列拼装模型,其他限定版,4500.0,,30.15,,225.0,,2026-01-12 06:30:54.002398,2026-01-12 06:30:54.002400
563,RX-78-2高达 2.0,,,MG,RX-78,MG系列拼装模型,其他限定版,4200.0,,28.14,,210.0,,2026-01-12 06:30:54.002915,2026-01-12 06:30:54.002916
564,无限正义高达,,,MG,,MG系列拼装模型,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 06:30:54.003426,2026-01-12 06:30:54.003428
565,吉姆2.0,,,MG,,MG系列拼装模型,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 06:30:54.003928,2026-01-12 06:30:54.003930
566,老虎2.0,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.004424,2026-01-12 06:30:54.004426
567,能天使高达,,,MG,,MG系列拼装模型,普通版,3800.0,,25.46,,190.0,,2026-01-12 06:30:54.004917,2026-01-12 06:30:54.004919
568,钢坦克,,,MG,,MG系列拼装模型,其他限定版,4800.0,,32.16,,240.0,,2026-01-12 06:30:54.005412,2026-01-12 06:30:54.005414
569,夏亚专用勇士 2.0版,,,MG,,MG系列拼装模型,其他限定版,4500.0,,30.15,,225.0,,2026-01-12 06:30:54.005906,2026-01-12 06:30:54.005908
570,嫣红强袭,,,MG,,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:54.006407,2026-01-12 06:30:54.006408
571,RX-78-2 高达,,,MG,RX-78,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.006902,2026-01-12 06:30:54.006904
572,RX-78-2高达2.0机械烟熏,,,MG,RX-78,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.007406,2026-01-12 06:30:54.007408
573,RX-78-2高达 机械,,,MG,RX-78,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.007898,2026-01-12 06:30:54.007900
574,夏亚专用扎古2 JAF-CON会场限定,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.008401,2026-01-12 06:30:54.008403
575,夏亚扎古2.0,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.008898,2026-01-12 06:30:54.008899
576,扎古II 2.0,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.009395,2026-01-12 06:30:54.009397
577,OOQ高达,,,MG,,MG系列拼装模型,其他限定版,4500.0,,30.15,,225.0,,2026-01-12 06:30:54.009894,2026-01-12 06:30:54.009895
578,RX-78-2 高达 ver.1.5,,,MG,RX-78,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.010575,2026-01-12 06:30:54.010577
579,GAT-X105 强袭高达,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.011118,2026-01-12 06:30:54.011120
580,迅雷高达 海市蜃楼启动版,,,MG,,MG系列拼装模型,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 06:30:54.011640,2026-01-12 06:30:54.011641
581,RX-78-2高达 CLEAR COLOR,,,MG,RX-78,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.012167,2026-01-12 06:30:54.012168
582,里克·大魔 透明电镀版,,,MG,,MG系列拼装模型,其他限定版,,,,,,,2026-01-12 06:30:54.013212,2026-01-12 06:30:54.013214
583,超级高达,,,MG,,MG系列拼装模型,其他限定版,4500.0,,30.15,,225.0,,2026-01-12 06:30:54.013766,2026-01-12 06:30:54.013768
584,全装甲高达艾利克斯 透明金属涂装版,,,MG,,MG系列拼装模型,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 06:30:54.014323,2026-01-12 06:30:54.014325
585,加大魔 蓝色金属涂装版,,,MG,,MG系列拼装模型,限定电镀版,4700.0,,31.49,,235.0,,2026-01-12 06:30:54.014860,2026-01-12 06:30:54.014862
586,夏亚专用型加大魔 金属涂装版,,,MG,,MG系列拼装模型,限定电镀版,4800.0,,32.16,,240.0,,2026-01-12 06:30:54.015385,2026-01-12 06:30:54.015387
587,卡斯巴尔专用高达 金属涂装版,,,MG,,MG系列拼装模型,限定电镀版,4500.0,,30.15,,225.0,,2026-01-12 06:30:54.015896,2026-01-12 06:30:54.015897
588,卡多专用勇士 金属涂装版,,,MG,,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.016476,2026-01-12 06:30:54.016478
589,GP03S 金属涂装版,,,MG,GP03,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.017058,2026-01-12 06:30:54.017060
590,RX-78-2 高达 金属涂装版,,,MG,RX-78,MG系列拼装模型,限定电镀版,2900.0,,19.43,,145.0,,2026-01-12 06:30:54.017588,2026-01-12 06:30:54.017590
591,2005会场限定版电镀珍珠色飞翼零式高达改,,,MG,,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.018210,2026-01-12 06:30:54.018212
592,强人 最终特别版,,,MG,,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.018733,2026-01-12 06:30:54.018734
593,夏亚专用魔蟹电镀版,,,MG,,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.019407,2026-01-12 06:30:54.019409
594,夏亚专用扎古 II v2.0 Extra Finish电镀版,,,MG,,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.020009,2026-01-12 06:30:54.020011
595,RX-78-2 1.0 Ver. CLUB MG限定,,,MG,RX-78,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.020528,2026-01-12 06:30:54.020529
596,RX-78-2 OYW Ver. CLUB MG限定 银色版,,,MG,RX-78,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.021132,2026-01-12 06:30:54.021235
597,RX-78-2 OYW Ver. CLUB MG 限定 彩色版,,,MG,RX-78,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.021820,2026-01-12 06:30:54.021822
598,RX-78-2 2.0 Ver. CLUB MG限定 金色版,,,MG,RX-78,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.022353,2026-01-12 06:30:54.022355
599,脉冲高达 电镀版,,,MG,,MG系列拼装模型,限定电镀版,5455.0,,36.55,,272.75,,2026-01-12 06:30:54.022866,2026-01-12 06:30:54.022868
600,夏亚专用扎古Ⅱ 2013 C3限定版,,,MG,,MG系列拼装模型,限定电镀版,7000.0,,46.9,,350.0,,2026-01-12 06:30:54.023375,2026-01-12 06:30:54.023377
601,GP01陆战型  部分镜面电镀版（Special Plating Sation Pecific版）,,,MG,GP01,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.023872,2026-01-12 06:30:54.023874
602,WD-M01 ∀高达 金色电镀版,,,MG,,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.024365,2026-01-12 06:30:54.024367
603,GP01陆战型 全彩镜面电镀版（B-Club版）,,,MG,GP01,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.024852,2026-01-12 06:30:54.024854
604,RX-78-2 1.0 Ver. 六志联合抽奖奖品,,,MG,RX-78,MG系列拼装模型,限定电镀版,,,,,,,2026-01-12 06:30:54.025507,2026-01-12 06:30:54.025509
605,战型高达 丛林涂装A,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.026320,2026-01-12 06:30:54.026323
606,陆战型高达 丛林涂装B,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.027007,2026-01-12 06:30:54.027010
607,陆战型高达 丛林涂装C,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.027551,2026-01-12 06:30:54.027553
608,陆战型高达 极地涂装A,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.028134,2026-01-12 06:30:54.028136
609,陆战型高达 极地涂装B,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.028819,2026-01-12 06:30:54.028822
610,陆战型高达 极地涂装C,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.029510,2026-01-12 06:30:54.029513
611,陆战型高达 沙漠涂装A,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.030217,2026-01-12 06:30:54.030219
612,陆战型高达 沙漠涂装B,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.030772,2026-01-12 06:30:54.030774
613,陆战型高达 沙漠涂装C,,,MG,,MG系列拼装模型,限量版RX-79[G]特别涂装版,,,,,,,2026-01-12 06:30:54.031443,2026-01-12 06:30:54.031445
614,RX-78-2 高达 全透明版,,,MG,RX-78,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.032049,2026-01-12 06:30:54.032051
615,指挥官用型扎古Ⅱ 全透明版,,,MG,,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.032593,2026-01-12 06:30:54.032594
616,扎古Ⅱ 全透明版,,,MG,,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.033270,2026-01-12 06:30:54.033272
617,Z高达 黄金版,,,MG,,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.033792,2026-01-12 06:30:54.033794
618,全装甲高达艾利克斯 黄金透明版,,,MG,,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.034461,2026-01-12 06:30:54.034462
619,Zaku II F2 Blue Clear Version,,,MG,,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.035115,2026-01-12 06:30:54.035116
620,Zaku II F2 Red Clear Version,,,MG,,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.035668,2026-01-12 06:30:54.035669
621,MS-06F-2 Zaku II F2 Clear Version,,,MG,MS-06F,MG系列拼装模型,竞赛奖品版,,,,,,,2026-01-12 06:30:54.036221,2026-01-12 06:30:54.036223
622,RX-78-2 高达 彩色透明版,,,MG,RX-78,MG系列拼装模型,水晶版,,,,,,,2026-01-12 06:30:54.036762,2026-01-12 06:30:54.036764
623,MS-06S 指挥官型扎古Ⅱ[夏亚·阿兹纳布尔专用机] 彩色透明版,,,MG,MS-06S,MG系列拼装模型,水晶版,2800.0,,18.76,,140.0,,2026-01-12 06:30:54.037435,2026-01-12 06:30:54.037437
624,MS-06F/J 扎古Ⅱ 彩色透明版,,,MG,MS-06F,MG系列拼装模型,水晶版,2800.0,,18.76,,140.0,,2026-01-12 06:30:54.038069,2026-01-12 06:30:54.038071
625,RX-78-2 高达 彩色电镀版,,,MG,RX-78,MG系列拼装模型,彩色电镀版,3500.0,,23.45,,175.0,,2026-01-12 06:30:54.038594,2026-01-12 06:30:54.038596
626,MSZ-006 Z高达 彩色电镀版,,,MG,MSZ-006,MG系列拼装模型,彩色电镀版,4000.0,,26.8,,200.0,,2026-01-12 06:30:54.039211,2026-01-12 06:30:54.039213
627,MS-06S 指挥官型扎古Ⅱ[夏亚·阿兹纳布尔专用机] 彩色电镀版,,,MG,MS-06S,MG系列拼装模型,彩色电镀版,,,,,,,2026-01-12 06:30:54.039899,2026-01-12 06:30:54.039900
628,RX-78GP01Fb 高达GP01Fb 彩色电镀版,,,MG,RX-78G,MG系列拼装模型,彩色电镀版,4000.0,,26.8,,200.0,,2026-01-12 06:30:54.040426,2026-01-12 06:30:54.040428
629,MS-06F/J 扎古Ⅱ 彩色电镀版,,,MG,MS-06F,MG系列拼装模型,彩色电镀版,3500.0,,23.45,,175.0,,2026-01-12 06:30:54.040981,2026-01-12 06:30:54.040984
630,RX-78GP02A 高达GP02A 彩色电镀版,,,MG,RX-78G,MG系列拼装模型,彩色电镀版,6000.0,,40.2,,300.0,,2026-01-12 06:30:54.041587,2026-01-12 06:30:54.041589
631,GF13-017NJⅡ 神高达 超级模式,,,MG,GF13,MG系列拼装模型,彩色电镀版,4500.0,,30.15,,225.0,,2026-01-12 06:30:54.042161,2026-01-12 06:30:54.042163
632,GF13-001NHⅡ 尊者高达 超级模式,,,MG,GF13,MG系列拼装模型,彩色电镀版,5000.0,,33.5,,250.0,,2026-01-12 06:30:54.042723,2026-01-12 06:30:54.042725
633,ZGMF-X10A 自由高达 彩色电镀版,,,MG,,MG系列拼装模型,彩色电镀版,8000.0,,53.6,,400.0,,2026-01-12 06:30:54.043264,2026-01-12 06:30:54.043265
634,强袭自由高达 Extra Finish版,,,MG,,MG系列拼装模型,彩色电镀版,10000.0,,67.0,,500.0,,2026-01-12 06:30:54.043789,2026-01-12 06:30:54.043791
635,沙扎比金属涂装版,,,MG,,MG系列拼装模型,彩色电镀版,14000.0,,93.8,,700.0,,2026-01-12 06:30:54.044450,2026-01-12 06:30:54.044453
636,ν高达金属涂装版,,,MG,,MG系列拼装模型,彩色电镀版,8500.0,,56.95,,425.0,,2026-01-12 06:30:54.045206,2026-01-12 06:30:54.045208
637,独角兽 钛合金版,,,MG,,MG系列拼装模型,彩色电镀版,,,,,,,2026-01-12 06:30:54.045751,2026-01-12 06:30:54.045753
638,新安洲 钛版,,,MG,,MG系列拼装模型,彩色电镀版,12000.0,,80.4,,600.0,,2026-01-12 06:30:54.046286,2026-01-12 06:30:54.046288
639,RX-78-2高达 钛版,,,MG,RX-78,MG系列拼装模型,彩色电镀版,8000.0,,53.6,,400.0,,2026-01-12 06:30:54.046903,2026-01-12 06:30:54.046906
640,报丧女妖 钛版,,,MG,,MG系列拼装模型,彩色电镀版,,,,,,,2026-01-12 06:30:54.047519,2026-01-12 06:30:54.047521
641,RX-93 V高达 ver.ka 钛版,,,MG,RX-93,MG系列拼装模型,彩色电镀版,16000.0,,107.2,,800.0,,2026-01-12 06:30:54.048050,2026-01-12 06:30:54.048052
642,独角兽高达钛合金配色(红绿骨架Ver.),,,MG,,MG系列拼装模型,彩色电镀版,12000.0,,80.4,,600.0,,2026-01-12 06:30:54.048573,2026-01-12 06:30:54.048575
643,丹拜因,,,MG,,MG系列拼装模型,普通版,3500.0,,23.45,,175.0,,2026-01-12 06:30:54.049084,2026-01-12 06:30:54.049085
644,圣战士 丹拜因 陶德机,,,MG,,MG系列拼装模型,圣战士丹拜因,4200.0,,28.14,,210.0,,2026-01-12 06:30:54.049592,2026-01-12 06:30:54.049594
645,圣战士 丹拜因 托卡马克机,,,MG,,MG系列拼装模型,圣战士丹拜因,4200.0,,28.14,,210.0,,2026-01-12 06:30:54.050115,2026-01-12 06:30:54.050116
646,AV-98 英格拉姆1号机,,,MG,AV-98,MG系列拼装模型,机动警察,3000.0,,20.1,,150.0,,2026-01-12 06:30:54.050621,2026-01-12 06:30:54.050623
647,AV-98 英格拉姆3号机,,,MG,AV-98,MG系列拼装模型,机动警察,,,,,,,2026-01-12 06:30:54.051131,2026-01-12 06:30:54.051132
648,AV-98 英格拉姆2号机,,,MG,AV-98,MG系列拼装模型,机动警察,,,,,,,2026-01-12 06:30:54.051631,2026-01-12 06:30:54.051633
649,AV-98 英格拉姆2号机（LED灯单元附属）,,,MG,AV-98,MG系列拼装模型,机动警察,,,,,,,2026-01-12 06:30:54.052135,2026-01-12 06:30:54.052137
650,AV-98 英格拉姆用警示灯LED单元,,,MG,AV-98,MG系列拼装模型,机动警察,,,,,,,2026-01-12 06:30:54.052642,2026-01-12 06:30:54.052643
651,TYPE J9 格里芬水中型,,,MG,,MG系列拼装模型,机动警察,3500.0,,23.45,,175.0,,2026-01-12 06:30:54.053143,2026-01-12 06:30:54.053145
652,AV-98 英格拉姆1号机 反应装甲模式,,,MG,AV-98,MG系列拼装模型,机动警察,,,,,,,2026-01-12 06:30:54.053639,2026-01-12 06:30:54.053640
653,TYPE J9 格里芬空中型,,,MG,,MG系列拼装模型,机动警察,3800.0,,25.46,,190.0,,2026-01-12 06:30:54.054140,2026-01-12 06:30:54.054142
654,AV-98 英格拉姆3号机 反应装甲模式,,,MG,AV-98,MG系列拼装模型,机动警察,,,,,,,2026-01-12 06:30:54.054633,2026-01-12 06:30:54.054635
655,机动警察特别套装,,,MG,,MG系列拼装模型,机动警察,5800.0,,38.86,,290.0,,2026-01-12 06:30:54.055131,2026-01-12 06:30:54.055133
656,MS-06F/J 扎古Ⅱ Ver.O.Y.W.0079,,,MG,MS-06F,MG系列拼装模型,一年战争版,2500.0,,16.75,,125.0,,2026-01-12 06:30:54.055626,2026-01-12 06:30:54.055627
